instance,aga nd avg,aga nd stdev,adhoc nd avg,adhoc nd stdev,aga spread avg,aga spread stdev,adhoc spread avg,adhoc spread stdev,aga hv avg,aga hv stdev,adhoc hv avg,adhoc hv stdev,aga igd avg,aga igd stdev,adhoc igd avg,adhoc igd stdev
13 B.u_c_hilo,7.4,1.8547236991,3.6,1.45143607047 ,0.916227666667,0.16842966621,0.7996223,0.282657157703 ,0.142762252161,0.0803361996646,0.0737656769199,0.0776956438166 ,0.0811584120269,0.0253386775985,0.108558132245,0.0208222070748
13 B.u_c_lohi,7.23333333333,2.33357141642,4.6,1.38082101181 ,1.001623,0.115319013945,0.990509366667,0.183222330955 ,0.0619683220686,0.148551660106,0.0130223265596,0.0467555151493 ,0.341754476419,0.207776449232,0.338038827841,0.13639159947
13 B.u_c_lolo,6.5,2.24722050542,3.4,0.879393730552 ,0.834557133333,0.205332996944,0.837876733333,0.157051768463 ,0.13725670355,0.108573202422,0.0302304414704,0.0602164707771 ,0.102527614766,0.0440077803467,0.155050143379,0.0496646526078
16 A.u_c_hihi,9.63333333333,0.948097510222,4.6,1.3316656237 ,0.946260366667,0.167102991601,0.9706376,0.280418910586 ,0.282874290709,0.131178433401,0.0793316582208,0.103362528026 ,0.0490207570407,0.0190980492675,0.0983043506986,0.032609046324
16 A.u_c_hilo,9.53333333333,1.23107902084,4.03333333333,1.35359603362 ,1.00280456667,0.112270851866,0.8961039,0.249025852155 ,0.092367627363,0.0862277570995,0.0126415364328,0.0346265633942 ,0.142592729185,0.0556381124632,0.219422154637,0.0671990992785
16 A.u_c_lohi,8.26666666667,1.71139968707,3.9,1.3 ,0.734101233333,0.142798947381,0.744741566667,0.294000103163 ,0.281700970857,0.0836143329964,0.0581960078374,0.0750998006337 ,0.0390378108479,0.00958956254415,0.0900639926577,0.0245091770521
16 A.u_c_lolo,3.63333333333,1.30341431973,2.9,1.13578166916 ,0.8526032,0.173644899796,0.855188037037,0.158809782012 ,0.0684246301904,0.0958774131153,0.036378101623,0.0467333318982 ,0.202850154039,0.0807521153731,0.21451581111,0.0685554459304
16 B.u_c_hihi,9.13333333333,1.45449494862,4.1,1.53514385862 ,1.01363363333,0.13063769364,0.9207574,0.289508874502 ,0.200873079849,0.139007163885,0.0285716035981,0.0771990041771 ,0.0676986713545,0.0268176862772,0.124859301064,0.0336731758847
16 B.u_c_hilo,9.1,1.16476034731,3.7,1.34536240471 ,0.9229083,0.17426571485,0.793230033333,0.340627550651 ,0.254976036827,0.0784006972768,0.0369714535394,0.0669625265246 ,0.0328330380704,0.0102456068815,0.074305754721,0.00656375359622
16 B.u_c_lohi,8.2,1.92180470739,3.73333333333,1.23648246607 ,0.9792663,0.17392495444,0.881292466667,0.245947733708 ,0.0968635191687,0.128538544052,0.0138828284147,0.0309049907647 ,0.133800432079,0.0563114155604,0.209074144712,0.0512267776874
16 B.u_c_lolo,8.53333333333,1.5216949614,3.76666666667,0.882546819658 ,0.9135864,0.143809714022,0.861356833333,0.160411833091 ,0.300436092328,0.0661396852273,0.0806231912626,0.079018962534 ,0.0379478572655,0.0133972267302,0.0655578973928,0.00882952040374
19 A.u_c_hihi,9.93333333333,0.249443825785,4.63333333333,1.40198272299 ,0.979960866667,0.138158379296,0.9145533,0.28937009406 ,0.192664150031,0.107933887344,0.022907644856,0.0647055355533 ,0.070107038398,0.0221864428246,0.125258481656,0.0384336748932
19 A.u_c_hilo,9.9,0.538516480713,4.33333333333,1.34989711542 ,0.991771966667,0.119610623566,0.900303333333,0.245486314912 ,0.134105320666,0.0921626198526,0.0181533768221,0.0486124672967 ,0.085619388607,0.0288931272047,0.137943354892,0.0305844210894
19 A.u_c_lohi,8.56666666667,1.66699996667,4.2,1.22202018532 ,0.730353366667,0.124897759153,0.796487233333,0.226947413105 ,0.47068444208,0.10335935637,0.263218882409,0.175588737271 ,0.0518229302307,0.0152165979503,0.0852257291578,0.0280700019186
19 A.u_c_lolo,5.1,1.55670592384,3.4,0.952190457139 ,0.708170166667,0.205945965655,0.6425946,0.172949955005 ,0.217712453638,0.145631441582,0.161776367495,0.130361161882 ,0.0985283733109,0.0474117549326,0.115913922245,0.0382217258794
19 B.u_c_hihi,9.0,1.46059348668,3.86666666667,1.30979218029 ,0.9798102,0.130736449739,0.881071966667,0.22976356943 ,0.132648496693,0.131508439352,0.0259571901954,0.052452463549 ,0.120335544504,0.0461202353396,0.188365446268,0.0507311253488
19 B.u_c_hilo,9.13333333333,0.991071249821,4.5,1.43178210633 ,0.916504366667,0.132408394223,0.929517366667,0.290567297641 ,0.293249467328,0.0906091020977,0.0160414608586,0.0542442826639 ,0.0609253681034,0.0121766447966,0.114026875378,0.0188055797496
19 B.u_c_lohi,8.86666666667,1.66799946709,4.5,1.47761068395 ,0.989762433333,0.115906206806,0.912121266667,0.234534457014 ,0.0380778020673,0.0848270898418,0.0108456100803,0.0406428330735 ,0.181028559467,0.0639042892808,0.291048420801,0.089307937681
19 B.u_c_lolo,9.06666666667,1.15277443105,3.7,1.1 ,0.8229372,0.11911603952,0.773767866667,0.241569108681 ,0.347888329554,0.0992858558789,0.143298138462,0.133202389687 ,0.0619850069279,0.0162621550502,0.096950784681,0.0384227071511
