3.74113	2.4	2.4
84.7875	17.7	4.5
65.0467	15.2	3.2
4.95381	2.2	1.6
54.6561	13.4	2.5
33.8031	10.9	1.2
71.1619	16.1	3.6
22.6741	8.7	0.5
174.917	23.1	10.5
6.79848	2.4	2
49.5594	13.3	2.2
180.711	23.3	11.9
36.2137	11.2	1.3
35.9235	11.1	1.3
5.31162	2	1.5
75.8849	17.2	3.9
66.5754	15.6	3.3
7.01967	2.9	2.8
37.3856	11.4	1.4
183.597	23.3	11.1
12.2021	3.2	2.8
5.87093	2.3	2
7.13243	3.1	2.9
247.407	23.9	17.3
13.2679	3.3	2.9
110.735	19.2	6.3
25.8782	9.2	0.7
44.1827	12.2	1.9
35.8127	11	1.3
14.0311	2.9	2.4
9.42493	2.6	2.5
80.8299	17.5	4.2
14.8836	4.8	0
112.649	19.2	6.1
11.674	3.1	2.8
18.0263	7.6	0.2
22.3839	8.1	0.7
62.4974	14.9	3
1.42338	1.42338	1.42338
0.245722	2	1.8
72.2935	16.5	3.6
114.159	20	6.2
183.988	23.4	12.4
3.94739	1.9	1.6
125.56	21	6.9
148.405	22	8.8
3.67649	1.7	1.5
60.9952	14.2	2.9
79.5387	17.3	4.2
55.6549	13.9	2.5
10.0318	2.9	2.5
89.7578	18.4	4.8
13.0215	2.8	2.3
84.9092	17.7	4.3
27.2852	9.7	0.8
49.6204	13.2	2.1
39.3076	11.8	1.6
7.62054	2.3	1.9
8.15779	2.9	2.7
45.0027	13	1.9
98.0115	19.1	5.2
40.0515	11.7	1.5
1.71632	1.8	1.7
5.60576	2.8	2.8
237.211	23.8	15.7
11.0155	3	2.6
59.3853	14	2.8
26.8305	9.3	0.7
14.0315	3.1	2.6
44.6698	12.8	1.9
1.50923	1.50923	1.50923
19.4881	7.7	0.3
12.5047	3	2.5
59.4553	14.1	2.8
169.82	22.2	11.1
32.5581	10.3	1.1
121.447	20.4	7.1
40.8127	12	1.6
191.384	23.7	12.8
87.898	18	4.6
71.0959	15.9	3.6
25.6831	9	0.7
13.8797	3.6	3.3
4.25516	2.1	1.9
2.4413	2.1	2.1
16.3691	6.8	0.1
6.33015	2.7	2.7
0.085579	1.7	1.7
2.13165	1.5	1.4
72.0927	16.3	3.5
28.8872	9.9	0.9
94.2779	18.9	5.1
9.60781	2.9	2.6
10.9536	2.4	1.9
1.45043	1.45043	1.45043
0.038686	0.038686	0.038686
0.783921	0.783921	0.783921
263.876	24	18.6
88.0865	18.2	4.7
191.974	23.5	11.9
10.6908	3.2	3.1
125.136	20.7	7.2
73.4728	17.1	3.7
58.9324	14.2	2.9
35.7051	11.1	1.3
281.019	23.9	17.9
44.411	12.5	1.9
108.87	20	5.9
24.6753	9.1	0.6
28.4447	9.9	0.8
40.5973	12	1.6
162.093	22.2	10
176.932	23	10.8
80.5081	17.9	4.1
23.326	9	0.5
39.1026	11.5	1.6
20.6393	8	0.4
27.2455	9.7	0.8
13.1004	4	4
49.4331	13.3	2.2
3.73387	2.2	2
158.892	22.1	9.8
171.761	22.9	10.7
16.2818	6.8	0.1
34.1876	10.5	1.2
208.335	23.8	13
181.573	23.4	11.2
22.2228	8.2	0.5
63.5034	15.1	3
66.4939	15.7	3.3
19.0462	7.7	0.3
32.7956	10.4	1.2
7.18886	3.1	2.9
144.022	21.1	8.5
207.209	23.6	12.9
30.4391	10	0.9
9.58751	3.9	3.5
35.864	11.4	1.3
65.9797	15.3	3.2
83.3071	18	4.2
11.1454	2.5	2.3
43.0895	12.1	1.8
60.0927	13.8	2.8
14.8555	4.8	0
2.70547	2.5	2.4
25.2761	9.2	0.6
181.923	23.4	11
71.391	16.3	3.5
30.5522	10.1	1
39.1809	11.8	1.6
149.034	21.4	8.9
