155.591	47.6	8.8
5.2204	4.1	3.6
73.4234	36.3	3.6
0.496424	3.9	3.7
1.98027	3.4	3.4
113.514	44.3	6.2
163.592	48.4	9.4
179.39	48.9	10.3
18.3693	14	0.2
15.2168	11	0
24.8579	16.1	0.6
67.9766	33.6	3.3
13.0943	5.4	5
49.0139	28.2	2.1
60.5506	32.7	2.8
84.6284	36.5	4.3
0.169089	5.6	5.6
145.524	47.2	8.2
199.638	49	11.8
14.6441	4.8	4.3
1.01696	4.1	4.1
23.8222	15.9	0.5
52.1399	30.1	2.3
21.7671	15.2	0.4
4.17335	4	3.9
4.73079	3.3	3.2
129.117	45.7	7.1
25.4228	16.3	0.6
25.1258	16.2	0.6
33.3672	22.3	1.1
66.5258	33.5	3.2
57.2497	30.5	2.6
104.14	41	5.6
87.8426	38.2	4.5
26.4924	17	0.7
13.3048	6	5.3
3.85141	3.8	3.6
3.96363	4.9	4.5
14.7191	4.8	4.2
12.2777	6.5	6.2
12.6779	6.7	6.4
1.10453	3.7	3.5
39.831	24.6	1.5
23.9182	16	0.5
87.2422	36.9	4.5
23.5374	15.4	0.5
169.433	48.6	9.8
7.30858	5.8	5.5
137.431	46.9	7.6
28.3863	18.3	0.8
52.0523	29.6	2.3
3.02282	3.2	3.2
125.3	45.2	6.9
1.74912	3.1	3.1
136.799	46.8	7.6
41.4477	25	1.6
3.10121	3.5	3.3
16.6741	11.4	0.1
157.844	47.8	9
53.707	30.2	2.4
8.05141	4.5	4.1
20.3534	14.5	0.3
2.92012	4.8	4.8
9.92407	5.2	4.7
49.3281	28.9	2.1
0.200797	3.6	3.6
135.519	46.4	7.5
36.3208	22.7	1.3
6.49724	4.8	4.4
158.147	48.2	9
107.049	41.8	5.7
26.7551	17.6	0.7
30.0494	19.2	0.9
48.9591	28.1	2.1
6.91401	6.4	5.9
0.074287	3.7	3.7
91.6142	38.8	4.8
122.423	44.8	6.7
59.9471	31.3	2.8
6.3092	4.4	4
11.7972	4.7	4.3
28.3299	17.8	0.8
52.0851	30	2.3
3.99691	4.4	4.1
62.166	33.3	2.9
47.4115	27.2	2
8.31632	5	5
161.2	48.3	9.3
10.7941	6	5.5
92.9262	39.7	4.9
107.036	44.1	5.8
47.3239	26.7	2
47.3567	27.1	2
31.6013	20	1
68.51	34.4	3.3
169.697	48.7	9.9
5.28834	6.1	6.1
3.37362	4.6	4.4
8.6605	5.2	5

0.014047	4.4	4.3
6.74461	6	5.8
53.6043	29.9	2.4
7.24646	7	6.5
41.2793	24.8	1.6
0.550911	4.2	3.9
41.4298	25	1.6
143.89	48.1	8.1
3.77144	4.3	3.7
127.67	45	7.1
2.56628	3.4	3.2
132.517	46.1	7.3
15.2021	11	0
85.3448	37.6	4.4
4.45678	3	2.8
1.0709	3.3	3.1
10.3622	4.9	4.2
19.6958	14.3	0.3
30.1075	19.2	0.9
48.9863	28.2	2.1
0.988524	3.5	3.3
171.868	48.8	9.8
18.3449	14	0.2
0.054958	3.9	3.8
0.521008	5.2	4.5
1.12774	4.4	4.2
12.0688	4.5	3.9
8.66503	6.6	6
47.3728	27.2	2
131.265	45.5	7.2
138.428	46.2	7.9
20.4584	15.9	0.3
5.64705	4.7	4.4
8.53996	6.5	6.1
53.6753	30.2	2.4
60.5179	31.5	2.8
0.542202	4.1	3.8
2.75828	4	3.6
8.11887	8.2	7.7
45.6091	25.9	1.9
4.65417	5.4	4.7
180.364	49	10.3
52.075	29.7	2.3
2.3672	6.9	6.3
39.6758	23.3	1.5
47.1556	26.1	2
58.9159	31.2	2.7
6.21337	4.5	4.1
0.313038	3.7	3.7
71.8027	35.2	3.5
111.446	42.2	6.1
4.86154	5.5	5.4
7.4996	5.7	5
72.8554	36.2	3.6
1.6649	5.6	5.5
26.7295	17.6	0.7
47.34	26.8	2
110.347	42	5.9
16.657	11.4	0.1
7.33991	5.8	5.5
8.871	3.7	3.3
112.183	42.7	6.1
33.3418	22.3	1.1
4.88611	5.8	5.7
31.5769	20	1
167.51	48.5	9.5
4.49977	4.6	4.3
92.9296	39.1	4.9
8.82317	4.5	4
65.0427	34.1	3.1
23.5178	16.4	0.5
2.61629	4.1	3.7
10.8761	7.6	6.8
108.765	41.9	5.8
13.9486	7.9	7.3
31.7408	20.6	1
122.338	44.6	6.7
0.632362	3.7	3.4
96.1222	39.9	5.1
12.4218	8.5	7.7
82.9793	36.6	4.2
5.04795	5.5	5
1.73788	3.8	3.5
48.9281	27.3	2.1
115.867	43.7	6.4
9.40677	6.1	5.7
0.317066	3.3	3.2
12.0502	5.9	5.2
102.834	40.4	5.5
3.10162	4.3	3.8
155.534	48.3	8.8
11.6692	6.2	5.7
1.75614	6.6	6.2
62.9704	32.2	3
28.3429	18.3	0.8
5.06876	4.3	3.6
12.7001	7.8	7.6
1.18184	3.8	3.6
37.8445	22.6	1.4

156.561	47.5	8.8
1.43187	4.4	4
31.7394	20.6	1
159.818	48.1	9.2
5.59719	5.1	4.7
159.908	48.4	9
4.42544	4.2	3.9
41.4203	25	1.6
14.3836	7.8	7.4
146.983	47.3	8.2
26.7203	17.6	0.7
132.654	46	7.4
1.54204	2.5	2.4
3.50108	7	6.6
4.88624	6.1	5.6
15.1971	11	0
4.77068	5.9	5.6
2.24419	4.5	4.2
74.9093	36.4	3.7
7.06889	5.2	4.7
3.53625	7.1	6.7
4.71251	4.1	3.8
131.369	45.3	7.2
1.25657	2.4	2.3
1.34611	3.3	3.1
89.6966	39.4	4.6
11.1268	8.7	8.2
39.5814	23.4	1.5
6.43638	4.2	3.8
141.47	47.1	7.9
