Computed PF file: mls-eval-d100-c15/mls-eval-d100-c15
Num. executions : 20
Min. coverage   : 15.0

Computed PF [count=545]
90.9487 18.4000 5.0000
145.2080 22.8000 10.0000
89.4814 18.2000 4.8000
118.1690 20.2000 7.0000
181.4620 24.0000 12.6000
66.8990 15.4000 3.4000
111.0240 20.0000 6.4000
88.0661 17.8000 4.8000
135.8400 21.6000 9.4000
71.9977 16.8000 3.6000
140.2330 22.6000 9.6000
95.9341 18.6000 5.4000
133.8500 20.8000 9.0000
98.2813 19.0000 5.4000
139.1820 21.0000 9.2000
148.9080 23.0000 10.0000
184.1430 24.0000 12.2000
149.4390 23.4000 10.0000
84.0822 17.6000 4.6000
75.7792 17.2000 3.9000
90.9784 18.4000 5.0000
68.8161 15.6000 3.6000
88.9035 18.0000 4.8000
156.2330 23.8000 10.6000
94.9263 19.0000 5.2000
136.9380 21.8000 9.4000
107.5250 19.8000 6.2000
71.8072 16.4000 3.6000
110.7600 20.0000 6.4000
143.7680 23.0000 9.6000
86.7811 17.8000 4.8000
68.6503 15.4000 3.4000
74.7271 16.8000 3.8000
103.6670 19.6000 5.8000
89.4814 18.2000 4.8000
102.3590 19.4000 5.8000
71.5066 16.4000 3.8000
176.8970 24.0000 12.0000
130.7490 20.8000 8.8000
155.6610 23.2000 10.4000
75.7792 17.2000 3.9000
168.0790 24.0000 11.0000
160.3910 23.4000 10.6000
97.2985 19.4000 5.4000
153.1430 23.0000 10.0000
140.4790 22.2000 9.4000
148.7460 22.8000 9.8000
101.4100 19.6000 5.6000
87.9914 18.0000 4.8000
104.5000 19.8000 5.8000
66.9164 15.4000 3.4000
89.4814 18.2000 4.8000
114.2750 20.2000 6.6000
94.9263 19.0000 5.2000
164.2660 23.8000 10.8000
86.5521 17.6000 4.6000
90.9487 18.4000 5.0000
68.8161 15.6000 3.6000
108.1880 20.0000 6.2000
131.3020 21.2000 8.8000
85.7486 17.4000 4.8000
110.8260 20.0000 6.4000
75.7792 17.2000 3.9000
143.7680 23.0000 9.6000
180.8990 24.0000 11.8000
90.9487 18.4000 5.0000
88.6460 17.8000 4.8000
136.8080 21.6000 9.4000
95.9341 18.6000 5.4000
154.8950 23.6000 10.4000
131.1920 20.8000 8.8000
103.9810 19.6000 5.8000
140.8360 22.0000 9.2000
154.9680 23.8000 10.4000
88.8741 18.0000 4.8000
147.2150 23.4000 10.0000
142.8970 23.0000 9.8000
104.4420 19.8000 5.8000
138.3410 21.6000 9.2000
96.0158 19.0000 5.4000
89.4814 18.2000 4.8000
67.7243 15.6000 3.6000
130.3210 20.8000 9.0000
68.6568 15.4000 3.4000
71.8554 16.4000 3.6000
100.7950 19.2000 5.8000
74.9354 16.8000 3.8000
85.6193 17.6000 4.6000
66.9164 15.4000 3.4000
75.7792 17.2000 3.9000
84.3543 17.6000 4.6000
167.7130 23.4000 11.2000
104.0330 19.6000 5.8000
136.7090 20.8000 9.0000
88.6460 17.8000 4.8000
99.6732 19.0000 5.6000
104.6030 19.8000 5.8000
151.4700 22.2000 11.0000
68.8161 15.6000 3.6000
110.7490 20.0000 6.4000
150.2520 22.0000 9.8000
170.8110 23.8000 11.2000
145.0720 21.4000 9.6000
95.9341 18.6000 5.4000
88.9137 18.0000 4.8000
175.6150 24.0000 11.8000
100.7700 19.2000 5.8000
71.5639 16.4000 3.8000
81.9098 17.4000 4.4000
153.9320 23.2000 10.6000
74.9348 16.8000 3.8000
118.0560 20.2000 7.0000
153.0360 23.0000 10.0000
145.9420 21.6000 9.6000
71.8066 16.4000 3.6000
90.9912 18.4000 5.0000
89.4814 18.2000 4.8000
136.4950 20.4000 9.4000
75.7792 17.2000 3.9000
104.5000 19.8000 5.8000
90.9487 18.4000 5.0000
164.2660 23.8000 10.8000
66.0705 15.4000 3.4000
143.4280 21.8000 9.4000
89.4814 18.2000 4.8000
100.6910 19.2000 5.8000
88.6460 17.8000 4.8000
168.0790 24.0000 11.0000
84.0652 17.6000 4.6000
114.2730 20.2000 6.6000
137.9010 21.4000 9.0000
132.7860 20.6000 8.8000
68.8161 15.6000 3.6000
144.4790 22.6000 10.0000
82.4386 17.4000 4.4000
88.9035 18.0000 4.8000
153.1340 23.0000 10.0000
140.3240 21.6000 9.2000
160.2980 23.2000 10.6000
136.4780 21.0000 9.0000
110.7570 20.0000 6.4000
150.2960 22.6000 9.8000
95.9111 18.6000 5.4000
151.7210 22.8000 10.4000
160.2140 23.2000 10.8000
71.5639 16.4000 3.8000
96.0158 19.0000 5.4000
139.3440 20.6000 9.2000
75.7792 17.2000 3.9000
74.7271 16.8000 3.8000
71.5923 16.4000 3.8000
152.3700 23.2000 10.0000
82.5726 17.4000 4.6000
177.7540 24.0000 11.6000
88.6460 17.8000 4.8000
114.2750 20.2000 6.6000
141.3020 21.2000 9.4000
129.8790 20.4000 8.6000
143.1590 21.6000 9.4000
94.9263 19.0000 5.2000
88.8741 18.0000 4.8000
108.1880 20.0000 6.2000
74.2069 16.6000 4.0000
90.9912 18.4000 5.0000
71.8072 16.4000 3.6000
68.8161 15.6000 3.6000
148.9050 22.8000 9.8000
100.7700 19.2000 5.8000
85.6193 17.6000 4.6000
104.5000 19.8000 5.8000
89.4814 18.2000 4.8000
66.8990 15.4000 3.4000
148.4180 22.2000 9.6000
75.7792 17.2000 3.9000
142.7920 21.4000 9.4000
129.8790 20.4000 8.6000
89.4814 18.2000 4.8000
135.6540 20.8000 9.0000
88.8741 18.0000 4.8000
144.5050 22.0000 9.6000
139.9520 21.2000 9.4000
118.1040 20.2000 7.0000
94.9038 19.0000 5.2000
90.9487 18.4000 5.0000
148.7460 22.8000 9.8000
153.2700 23.0000 10.0000
86.5504 17.6000 4.6000
68.8161 15.6000 3.6000
71.8554 16.4000 3.6000
178.3600 24.0000 11.6000
132.7850 20.6000 8.8000
110.6550 20.0000 6.4000
158.9940 23.2000 10.4000
86.7811 17.8000 4.8000
81.9235 17.4000 4.4000
164.2660 23.8000 10.8000
139.0620 21.0000 9.2000
68.6568 15.4000 3.4000
104.4420 19.8000 5.8000
101.5700 19.6000 5.6000
133.4150 21.2000 9.6000
93.4558 18.4000 5.0000
75.7792 17.2000 3.9000
68.8696 16.4000 3.4000
148.9050 22.8000 9.8000
84.0652 17.6000 4.6000
88.9137 18.0000 4.8000
134.2930 20.8000 9.0000
103.6670 19.6000 5.8000
71.7888 16.8000 3.6000
148.4510 22.2000 10.4000
149.5790 23.0000 10.0000
89.4821 18.2000 4.8000
94.9038 19.0000 5.2000
68.6568 15.4000 3.4000
153.6670 23.4000 10.2000
132.4860 20.2000 8.8000
88.6460 17.8000 4.8000
111.0220 20.0000 6.4000
140.3810 21.0000 9.2000
107.9860 19.8000 6.2000
149.0780 23.0000 10.2000
68.8161 15.6000 3.6000
139.5730 21.6000 9.4000
137.6630 21.0000 9.6000
177.9740 24.0000 11.6000
154.2060 23.8000 10.4000
88.8741 18.0000 4.8000
75.7792 17.2000 3.9000
164.7320 23.8000 10.8000
139.1370 21.2000 9.4000
84.0652 17.6000 4.6000
81.8870 17.4000 4.4000
87.1487 17.8000 4.8000
103.6020 19.6000 5.8000
148.7640 22.8000 9.8000
100.9900 18.8000 5.6000
118.0620 20.2000 7.0000
107.9910 19.8000 6.0000
95.9341 18.6000 5.4000
71.5413 16.4000 3.8000
139.0620 21.0000 9.2000
107.9880 19.8000 6.2000
140.0130 21.4000 9.2000
148.6180 21.6000 9.8000
68.6568 15.4000 3.4000
129.8790 20.4000 8.6000
72.6975 15.8000 3.6000
90.9487 18.4000 5.0000
89.4814 18.2000 4.8000
110.7570 20.0000 6.4000
68.7935 15.6000 3.6000
178.0620 24.0000 11.6000
155.4720 23.0000 10.2000
136.7090 20.8000 9.0000
138.5260 22.0000 9.2000
75.7792 17.2000 3.9000
71.9977 16.8000 3.6000
153.1430 23.0000 10.0000
160.3210 23.2000 10.6000
136.7090 20.8000 9.0000
109.6020 20.0000 6.2000
148.7640 22.8000 9.8000
164.7320 23.8000 10.8000
119.6820 20.2000 7.0000
88.6460 17.8000 4.8000
134.9460 20.4000 9.2000
88.9109 18.0000 4.8000
107.5050 19.8000 6.0000
85.8283 17.6000 4.6000
71.8072 16.4000 3.6000
99.2206 19.0000 5.6000
69.5437 15.6000 3.8000
136.7950 21.2000 9.0000
89.4814 18.2000 4.8000
144.5770 22.4000 10.0000
68.6568 15.4000 3.4000
100.7700 19.2000 5.8000
82.5726 17.4000 4.6000
162.9970 23.4000 10.8000
103.6670 19.6000 5.8000
95.8309 18.6000 5.4000
168.0790 24.0000 11.0000
90.9487 18.4000 5.0000
153.2700 23.0000 10.0000
75.7792 17.2000 3.9000
142.3330 20.2000 8.6000
74.9835 16.8000 3.8000
88.8741 18.0000 4.8000
90.9784 18.4000 5.0000
88.6536 17.8000 4.8000
84.0652 17.6000 4.6000
134.6130 21.0000 8.8000
147.3080 21.6000 9.8000
89.4814 18.2000 4.8000
110.7490 20.0000 6.4000
97.2985 19.4000 5.4000
68.8161 15.6000 3.6000
148.7460 22.8000 9.8000
164.7320 23.8000 10.8000
103.9870 19.6000 5.8000
95.1921 18.6000 5.2000
71.8072 16.4000 3.6000
71.6154 16.4000 3.8000
68.6568 15.4000 3.4000
107.9860 19.8000 6.2000
140.0130 21.4000 9.2000
175.3730 24.0000 11.4000
135.4320 20.4000 9.2000
75.7792 17.2000 3.9000
107.5050 19.8000 6.0000
94.9038 19.0000 5.2000
143.0270 21.6000 9.6000
156.4390 23.8000 10.8000
150.2890 22.6000 9.8000
90.4716 18.2000 5.0000
71.8554 16.4000 3.6000
71.9977 16.8000 3.6000
147.2820 22.2000 9.6000
179.0650 24.0000 12.4000
88.6618 17.8000 4.8000
150.0750 23.0000 10.0000
68.8161 15.6000 3.6000
88.8741 18.0000 4.8000
82.5726 17.4000 4.6000
181.7160 24.0000 12.0000
88.3605 17.6000 4.8000
110.7940 20.0000 6.4000
142.9020 21.6000 9.8000
135.8540 20.8000 8.8000
155.5260 23.6000 10.2000
158.2790 23.8000 10.6000
90.9487 18.4000 5.0000
71.5453 16.4000 3.8000
138.5780 21.0000 9.2000
68.6568 15.4000 3.4000
144.4790 22.6000 10.0000
118.5830 20.2000 7.0000
143.4710 21.6000 9.4000
105.4900 19.2000 5.8000
164.7320 23.8000 10.8000
75.7792 17.2000 3.9000
170.8500 24.0000 11.2000
148.3660 22.2000 10.6000
148.7640 22.8000 9.8000
118.0470 20.2000 7.0000
90.4886 18.2000 5.0000
84.0822 17.6000 4.6000
153.5780 23.2000 10.0000
88.6460 17.8000 4.8000
68.8696 16.4000 3.4000
132.3040 20.6000 9.0000
100.7700 19.2000 5.8000
153.1310 23.0000 10.4000
133.0030 21.4000 8.8000
90.9487 18.4000 5.0000
94.9038 19.0000 5.2000
140.6420 21.6000 9.4000
108.1470 19.6000 6.0000
68.6568 15.4000 3.4000
104.6470 19.4000 5.8000
153.1340 23.0000 10.0000
107.5480 19.8000 6.2000
68.8161 15.6000 3.6000
71.8376 16.8000 3.6000
110.5970 20.0000 6.4000
171.4160 24.0000 11.8000
75.7792 17.2000 3.9000
154.0080 23.8000 10.4000
110.7570 20.0000 6.4000
144.5730 22.0000 10.0000
103.6250 19.6000 5.8000
99.6775 19.0000 5.6000
144.5770 22.4000 10.0000
82.5726 17.4000 4.6000
104.5020 19.8000 5.8000
86.5504 17.6000 4.6000
88.8893 18.0000 4.8000
93.5966 18.8000 5.4000
155.6730 23.0000 10.2000
88.6460 17.8000 4.8000
135.8400 21.6000 9.4000
148.6730 22.2000 9.8000
150.4480 22.6000 9.8000
134.6940 20.8000 9.0000
145.2080 22.8000 10.0000
98.3755 19.0000 5.8000
150.8790 23.0000 10.4000
71.5453 16.4000 3.8000
114.2750 20.2000 6.6000
68.8161 15.6000 3.6000
66.8990 15.4000 3.4000
139.1820 21.0000 9.2000
89.4814 18.2000 4.8000
100.8730 19.2000 5.8000
90.9912 18.4000 5.0000
149.2770 22.6000 9.8000
75.7792 17.2000 3.9000
118.0470 20.2000 7.0000
148.9990 22.4000 9.8000
68.6568 15.4000 3.4000
148.0770 22.8000 10.2000
68.7935 15.6000 3.6000
160.8410 23.4000 10.8000
175.5910 23.8000 11.8000
104.7650 19.6000 5.8000
147.2820 22.2000 9.6000
104.3970 19.0000 5.8000
155.6620 23.0000 10.2000
135.6810 21.4000 9.0000
135.8470 20.8000 8.8000
181.7160 24.0000 12.0000
107.5110 19.8000 6.0000
88.6460 17.8000 4.8000
145.8470 22.6000 10.0000
90.9487 18.4000 5.0000
88.8741 18.0000 4.8000
90.4477 18.2000 5.0000
115.0070 20.0000 6.8000
81.9098 17.4000 4.4000
143.1390 21.6000 9.8000
68.8689 16.4000 3.4000
147.0280 22.0000 9.6000
146.3080 21.6000 9.6000
154.7200 23.0000 10.8000
152.3700 22.8000 10.0000
95.8870 18.6000 5.4000
84.0583 17.6000 4.6000
160.2580 23.2000 10.6000
74.7265 16.8000 3.8000
81.9098 17.4000 4.4000
75.7792 17.2000 3.9000
140.3240 21.6000 9.2000
148.9080 23.0000 10.0000
88.8732 18.0000 4.8000
135.8400 21.6000 9.4000
91.0322 18.4000 5.0000
68.8161 15.6000 3.6000
88.6618 17.8000 4.8000
71.5639 16.4000 3.8000
134.1300 20.8000 9.0000
110.5590 20.0000 6.4000
103.5260 19.6000 5.8000
140.2330 22.6000 9.6000
153.9550 23.8000 10.4000
71.8554 16.4000 3.6000
66.0705 15.4000 3.4000
149.4390 23.4000 10.0000
94.9263 19.0000 5.2000
107.9860 19.8000 6.2000
89.4814 18.2000 4.8000
100.8730 19.2000 5.8000
114.2660 20.2000 6.6000
84.0822 17.6000 4.6000
168.0790 24.0000 11.0000
139.3440 20.6000 9.2000
75.7792 17.2000 3.9000
74.7271 16.8000 3.8000
71.5923 16.4000 3.8000
152.3700 23.2000 10.0000
82.5726 17.4000 4.6000
177.7540 24.0000 11.6000
88.6460 17.8000 4.8000
114.2750 20.2000 6.6000
141.3020 21.2000 9.4000
129.8790 20.4000 8.6000
143.1590 21.6000 9.4000
94.9263 19.0000 5.2000
88.8741 18.0000 4.8000
108.1880 20.0000 6.2000
74.2069 16.6000 4.0000
90.9912 18.4000 5.0000
71.8072 16.4000 3.6000
68.8161 15.6000 3.6000
148.9050 22.8000 9.8000
100.7700 19.2000 5.8000
85.6193 17.6000 4.6000
104.5000 19.8000 5.8000
89.4814 18.2000 4.8000
66.8990 15.4000 3.4000

Computed PF [count=35]
75.7792 17.2000 3.9000
89.4814 18.2000 4.8000
135.8400 21.6000 9.4000
90.9487 18.4000 5.0000
140.2330 22.6000 9.6000
138.5260 22.0000 9.2000
153.9550 23.8000 10.4000
71.7888 16.8000 3.6000
68.8319 16.4000 3.4000
136.9380 21.8000 9.4000
143.7680 23.0000 9.6000
86.7811 17.8000 4.8000
130.7490 20.8000 8.8000
168.0790 24.0000 11.0000
97.2985 19.4000 5.4000
140.4790 22.2000 9.4000
101.4100 19.6000 5.6000
87.9914 18.0000 4.8000
108.1880 20.0000 6.2000
131.3020 21.2000 8.8000
147.2150 23.4000 10.0000
142.8970 23.0000 9.8000
104.4420 19.8000 5.8000
138.3410 21.6000 9.2000
67.7243 15.6000 3.6000
130.3210 20.8000 9.0000
66.0705 15.4000 3.4000
129.8790 20.4000 8.6000
94.9038 19.0000 5.2000
81.8870 17.4000 4.4000
155.5260 23.6000 10.2000
133.0030 21.4000 8.8000
93.5966 18.8000 5.4000
84.0583 17.6000 4.6000
114.2660 20.2000 6.6000

Number of solutions:
[26, 30, 27, 21, 22, 27, 30, 29, 25, 29, 26, 28, 29, 24, 32, 26, 30, 34, 25, 25]
Average=27.25

