[INFO] Cantidad de iteraciones 3000000.
[INFO] Number of threads 2.
[INFO] === Initializing Billion GA ====================
[INFO] Problem size    : 33554432
[INFO] Population size : 1024
[INFO] Num. of vectors : 2
[INFO] Delta           : 1
[INFO] Prob. min. value: 1
[INFO] Prob. max. value: 1024
[INFO] Requesting a size 2 prob_vector_size CPU memory
[INFO] Requesting a size 2 samples CPU memory
[INFO] > Requesting CPU memory for sample 0 vectors array
[INFO] > Requesting CPU memory for sample 1 vectors array
[INFO] Requesting samples_fitness CPU memory (size: 2)
[INFO] === Solicitando memoria para el thread 0 =====
[INFO] > Requesting 16777216 bits GPU memory for prob_vector 0 (size: 16777216 / 64 Mb)
[INFO] Requesting a size 2 samples CPU memory
[INFO] > Requesting sample 0 GPU memory for vector 0 (size: 524288 / 2 Mb)
[INFO] > Requesting sample 1 GPU memory for vector 0 (size: 524288 / 2 Mb)
iter,f1,f2,avg f1 f2
620000,18586093,18587673,18586884.0000,1815125.3750
630000,18617816,18619799,18618808.0000,1818243.0000
640000,18650865,18648229,18649548.0000,1821244.8750
650000,18681290,18679823,18680556.0000,1824273.0000
660000,18710304,18710351,18710328.0000,1827180.5000
670000,18741445,18743057,18742252.0000,1830298.0000
680000,18772649,18775881,18774264.0000,1833424.2500
690000,18804135,18807308,18805722.0000,1836496.2500
700000,18836978,18837250,18837114.0000,1839561.8750
710000,18866912,18866265,18866588.0000,1842440.2500
720000,18896914,18900388,18898652.0000,1845571.5000
730000,18931375,18927066,18929220.0000,1848556.6250
740000,18959587,18960267,18959928.0000,1851555.5000
750000,18990572,18988798,18989684.0000,1854461.3750
760000,19020851,19024313,19022582.0000,1857674.0000
770000,19054851,19053290,19054070.0000,1860749.0000
780000,19087081,19086871,19086976.0000,1863962.5000
790000,19118025,19114974,19116500.0000,1866845.7500
800000,19147531,19147776,19147654.0000,1869888.1250
810000,19176590,19178315,19177452.0000,1872798.0000
820000,19207990,19210083,19209036.0000,1875882.3750
830000,19241533,19238641,19240088.0000,1878914.8750
840000,19268910,19269444,19269176.0000,1881755.5000
850000,19301515,19300997,19301256.0000,1884888.2500
860000,19332735,19333276,19333006.0000,1887988.8750
870000,19363947,19362010,19362978.0000,1890915.8750
880000,19392246,19392186,19392216.0000,1893771.1250
890000,19424071,19426492,19425282.0000,1897000.2500
900000,19454633,19454230,19454432.0000,1899846.8750
910000,19486557,19487108,19486832.0000,1903011.0000
920000,19516390,19515147,19515768.0000,1905836.7500
930000,19547114,19547214,19547164.0000,1908902.7500
940000,19577246,19576533,19576890.0000,1911805.6250
950000,19608354,19607089,19607722.0000,1914816.6250
960000,19638395,19640243,19639320.0000,1917902.3750
970000,19666217,19667085,19666652.0000,1920571.5000
980000,19700385,19700523,19700454.0000,1923872.5000
990000,19729542,19728539,19729040.0000,1926664.0000
1000000,19760800,19761814,19761308.0000,1929815.2500
1010000,19790820,19788593,19789706.0000,1932588.5000
1020000,19821796,19821264,19821530.0000,1935696.2500
1030000,19851165,19850696,19850930.0000,1938567.3750
1040000,19879011,19879966,19879488.0000,1941356.2500
1050000,19910988,19910569,19910778.0000,1944411.8750
1060000,19939901,19940701,19940300.0000,1947294.8750
1070000,19973974,19971289,19972632.0000,1950452.3750
1080000,19999596,20002154,20000876.0000,1953210.5000
1090000,20030960,20032379,20031670.0000,1956217.7500
1100000,20062250,20061186,20061718.0000,1959152.1250
1110000,20093216,20090879,20092048.0000,1962114.0000
1120000,20119470,20119659,20119564.0000,1964801.1250
1130000,20151993,20149857,20150924.0000,1967863.6250
1140000,20179864,20181515,20180690.0000,1970770.5000
1150000,20208990,20207971,20208480.0000,1973484.3750
1160000,20240808,20239499,20240154.0000,1976577.5000
1170000,20270929,20271774,20271352.0000,1979624.2500
1180000,20297809,20300046,20298928.0000,1982317.2500
1190000,20328746,20326371,20327558.0000,1985113.1250
1200000,20357141,20356187,20356664.0000,1987955.5000
1210000,20387180,20386784,20386982.0000,1990916.2500
1220000,20411963,20416229,20414096.0000,1993564.0000
1230000,20443493,20446533,20445012.0000,1996583.2500
1240000,20473432,20474872,20474152.0000,1999428.8750
1250000,20500688,20502839,20501764.0000,2002125.3750
1260000,20534132,20534477,20534304.0000,2005303.1250
1270000,20561376,20562955,20562166.0000,2008024.0000
1280000,20592150,20590929,20591540.0000,2010892.6250
1290000,20621807,20618892,20620350.0000,2013706.0000
1300000,20648161,20648832,20648496.0000,2016454.7500
1310000,20679136,20678947,20679042.0000,2019437.7500
1320000,20704660,20706788,20705724.0000,2022043.3750
1330000,20733455,20734813,20734134.0000,2024817.7500
1340000,20763356,20763981,20763668.0000,2027702.0000
1350000,20792230,20794882,20793556.0000,2030620.7500
1360000,20821243,20820018,20820630.0000,2033264.6250
1370000,20850858,20849037,20849948.0000,2036127.7500
1380000,20877128,20879555,20878342.0000,2038900.6250
1390000,20905942,20905778,20905860.0000,2041587.8750
1400000,20934542,20934896,20934720.0000,2044406.2500
1410000,20965811,20961624,20963718.0000,2047238.1250
1420000,20989810,20991747,20990778.0000,2049880.6250
1430000,21019860,21017935,21018898.0000,2052626.7500
1440000,21048610,21046662,21047636.0000,2055433.2500
1450000,21077085,21077537,21077312.0000,2058331.2500
1460000,21103531,21104342,21103936.0000,2060931.2500
1470000,21131788,21133375,21132582.0000,2063728.7500
1480000,21159709,21161707,21160708.0000,2066475.3750
1490000,21188024,21189089,21188556.0000,2069194.8750
1500000,21215197,21215758,21215478.0000,2071824.0000
1510000,21245082,21246361,21245722.0000,2074777.5000
1520000,21272889,21270259,21271574.0000,2077302.1250
1530000,21299328,21297475,21298402.0000,2079922.1250
1540000,21328596,21325805,21327200.0000,2082734.3750
1550000,21354568,21352859,21353714.0000,2085323.6250
1560000,21382720,21381086,21381904.0000,2088076.5000
1570000,21409648,21409549,21409598.0000,2090781.0000
1580000,21439701,21437205,21438452.0000,2093598.8750
1590000,21465761,21465653,21465708.0000,2096260.5000
1600000,21493333,21493294,21493314.0000,2098956.5000
1610000,21520348,21519686,21520016.0000,2101564.0000
1620000,21547940,21547744,21547842.0000,2104281.5000
1630000,21574101,21575094,21574598.0000,2106894.2500
1640000,21600671,21600654,21600662.0000,2109439.7500
1650000,21627966,21630144,21629056.0000,2112212.5000
1660000,21656195,21656161,21656178.0000,2114861.2500
1670000,21684645,21682300,21683472.0000,2117526.5000
1680000,21711342,21710239,21710790.0000,2120194.2500
1690000,21736210,21735976,21736092.0000,2122665.2500
1700000,21763183,21763424,21763304.0000,2125322.7500
1710000,21790563,21790199,21790380.0000,2127966.7500
1720000,21817136,21814873,21816004.0000,2130469.2500
1730000,21844618,21845804,21845212.0000,2133321.5000
1740000,21873041,21871445,21872244.0000,2135961.2500
1750000,21899099,21896726,21897912.0000,2138468.0000
1760000,21925931,21924483,21925208.0000,2141133.5000
1770000,21950280,21948344,21949312.0000,2143487.5000
1780000,21976051,21979234,21977642.0000,2146254.0000
1790000,22002987,22004651,22003820.0000,2148810.5000
1800000,22028527,22029607,22029068.0000,2151276.2500
1810000,22057543,22056275,22056908.0000,2153995.0000
1820000,22083522,22082477,22083000.0000,2156543.0000
1830000,22108319,22109464,22108892.0000,2159071.5000
1840000,22133294,22135079,22134186.0000,2161541.5000
1850000,22164451,22162833,22163642.0000,2164418.2500
1860000,22187548,22186876,22187212.0000,2166720.0000
1870000,22213859,22212679,22213268.0000,2169264.5000
1880000,22241456,22238088,22239772.0000,2171852.7500
1890000,22269403,22264938,22267170.0000,2174528.2500
1900000,22294540,22293258,22293900.0000,2177138.7500
1910000,22318601,22319033,22318816.0000,2179572.0000
1920000,22343938,22343876,22343908.0000,2182022.2500
1930000,22368924,22369310,22369116.0000,2184484.0000
1940000,22393542,22395305,22394424.0000,2186955.5000
1950000,22417904,22419850,22418876.0000,2189343.2500
1960000,22447054,22446690,22446872.0000,2192077.2500
1970000,22472744,22473335,22473040.0000,2194632.7500
1980000,22497456,22496071,22496764.0000,2196949.5000
1990000,22523787,22521180,22522484.0000,2199461.2500
2000000,22546600,22547432,22547016.0000,2201857.0000
2010000,22573492,22574591,22574042.0000,2204496.2500
2020000,22598260,22599937,22599098.0000,2206943.2500
2030000,22623195,22624998,22624096.0000,2209384.5000
2040000,22650411,22649727,22650068.0000,2211920.7500
2050000,22674163,22674965,22674564.0000,2214313.0000
2060000,22698030,22699839,22698934.0000,2216692.7500
2070000,22724773,22725774,22725274.0000,2219265.0000
2080000,22749134,22750058,22749596.0000,2221640.2500
2090000,22774749,22773443,22774096.0000,2224032.7500
2100000,22797394,22799150,22798272.0000,2226393.7500
2110000,22823739,22823989,22823864.0000,2228893.0000
2120000,22850597,22849715,22850156.0000,2231460.5000
2130000,22873197,22875451,22874324.0000,2233820.7500
2140000,22900858,22898208,22899532.0000,2236282.5000
2150000,22923507,22921956,22922732.0000,2238548.0000
2160000,22949624,22946092,22947858.0000,2241001.7500
2170000,22975069,22972619,22973844.0000,2243539.5000
2180000,22997918,22997339,22997628.0000,2245862.0000
2190000,23020360,23022855,23021608.0000,2248204.0000
2200000,23046615,23047311,23046964.0000,2250680.0000
2210000,23068759,23070206,23069482.0000,2252879.0000
2220000,23094824,23096153,23095488.0000,2255418.7500
2230000,23119672,23120694,23120184.0000,2257830.5000
2240000,23145048,23144316,23144682.0000,2260222.7500
2250000,23170133,23169523,23169828.0000,2262678.5000
2260000,23192875,23194953,23193914.0000,2265030.7500
2270000,23216184,23217758,23216972.0000,2267282.5000
2280000,23242297,23241510,23241904.0000,2269717.2500
2290000,23266305,23263884,23265094.0000,2271981.7500
2300000,23288036,23288504,23288270.0000,2274245.0000
2310000,23312418,23313632,23313024.0000,2276662.5000
2320000,23337316,23337121,23337218.0000,2279025.2500
2330000,23361524,23360642,23361084.0000,2281355.7500
2340000,23384960,23385080,23385020.0000,2283693.2500
2350000,23410343,23407635,23408988.0000,2286034.0000
2360000,23433020,23431604,23432312.0000,2288311.7500
2370000,23455310,23456532,23455920.0000,2290617.2500
2380000,23480457,23479434,23479946.0000,2292963.5000
2390000,23504224,23502773,23503498.0000,2295263.5000
2400000,23529373,23527917,23528644.0000,2297719.2500
2410000,23550179,23551000,23550590.0000,2299862.2500
2420000,23572901,23574092,23573496.0000,2302099.2500
2430000,23596631,23596142,23596386.0000,2304334.5000
2440000,23623672,23620019,23621846.0000,2306821.0000
2450000,23646542,23643836,23645188.0000,2309100.5000
2460000,23666031,23665540,23665786.0000,2311112.0000
2470000,23691289,23691357,23691324.0000,2313605.7500
2480000,23713363,23715254,23714308.0000,2315850.5000
2490000,23737366,23737578,23737472.0000,2318112.5000
2500000,23760452,23759481,23759966.0000,2320309.2500
2510000,23783308,23782108,23782708.0000,2322530.0000
2520000,23807101,23807358,23807230.0000,2324924.7500
2530000,23830320,23828781,23829550.0000,2327104.5000
2540000,23852769,23851926,23852348.0000,2329330.7500
2550000,23875262,23873971,23874616.0000,2331505.5000
2560000,23897663,23897683,23897672.0000,2333757.0000
2570000,23922483,23923012,23922748.0000,2336205.7500
2580000,23943395,23945165,23944280.0000,2338308.5000
2590000,23967465,23966157,23966812.0000,2340509.0000
2600000,23990235,23989398,23989816.0000,2342755.5000
2610000,24013153,24014560,24013856.0000,2345103.0000
2620000,24034390,24034827,24034608.0000,2347129.7500
2630000,24057902,24056599,24057250.0000,2349340.7500
2640000,24081281,24079827,24080554.0000,2351616.5000
2650000,24102822,24102458,24102640.0000,2353773.5000
2660000,24123588,24125482,24124536.0000,2355911.7500
2670000,24145577,24147596,24146586.0000,2358065.0000
2680000,24168042,24171039,24169540.0000,2360306.7500
2690000,24192228,24193544,24192886.0000,2362586.5000
2700000,24213135,24212574,24212854.0000,2364536.5000
2710000,24235831,24237334,24236582.0000,2366853.7500
2720000,24260105,24258945,24259524.0000,2369094.2500
2730000,24282388,24281279,24281834.0000,2371272.7500
2740000,24302279,24300975,24301628.0000,2373205.7500
2750000,24324568,24325473,24325020.0000,2375490.2500
2760000,24347239,24347401,24347320.0000,2377668.0000
2770000,24368511,24368311,24368412.0000,2379727.7500
2780000,24391659,24391369,24391514.0000,2381983.7500
2790000,24411911,24413161,24412536.0000,2384036.7500
2800000,24433970,24436214,24435092.0000,2386239.5000
2810000,24457501,24458685,24458092.0000,2388485.5000
2820000,24478367,24479616,24478992.0000,2390526.5000
2830000,24499314,24501315,24500314.0000,2392608.7500
2840000,24523785,24521226,24522506.0000,2394776.0000
2850000,24543234,24543707,24543470.0000,2396823.2500
2860000,24565101,24563830,24564466.0000,2398873.7500
2870000,24587437,24586003,24586720.0000,2401047.0000
2880000,24607970,24607020,24607496.0000,2403075.7500
2890000,24628785,24629191,24628988.0000,2405174.5000
2900000,24651598,24649330,24650464.0000,2407272.0000
2910000,24671919,24670348,24671134.0000,2409290.5000
2920000,24694127,24694291,24694208.0000,2411543.7500
2930000,24716186,24714663,24715424.0000,2413615.5000
2940000,24736345,24734877,24735612.0000,2415587.0000
2950000,24758445,24756679,24757562.0000,2417730.7500
2960000,24779855,24777669,24778762.0000,2419801.0000
2970000,24799430,24800766,24800098.0000,2421884.5000
2980000,24821735,24822363,24822048.0000,2424028.0000
2990000,24842583,24841287,24841936.0000,2425970.2500
>>>>
iter,avg. prob., abs. value,abs. improv.,gt 75,gt 50,lt 50,lt 25
3000000,74.0978,25459826268,11832682,12241534,4533897,3948147
