4.96083	9.2	8.3
0.036762	5	4.7
27.0377	29.2	0.7
4.48397	13.2	12.5
0.965983	11.8	10.8
2.37285	6.5	6.1
2.15528	10.8	9.8
2.93826	9.6	8.8
6.3611	7.8	6.1
6.064	15.2	14.1
0.908131	5.5	5.4
0.886905	7	6.6
128.087	70	7.1
0.671658	7.8	7.3
116.727	65.5	6.3
7.18497	9.3	8.1
72.3607	51	3.6
8.46073	10.2	9.1
48.7135	40.8	2.1
126.295	67.1	7
157.002	73.2	8.8
8.23892	12.3	11.4
95.8262	59.5	5
3.92765	8.9	8
149.096	71.7	8.4
57.1051	46.5	2.6
0.44683	6.2	5.5
25.2287	27.5	0.6
13.022	10.2	9
3.16497	10.5	9.7
15.756	17.8	0
18.9568	21.1	0.2
8.18294	6.5	5.9
7.13459	14.1	12.8
6.6149	10	8.9
54.1263	44.3	2.4
2.30438	11.9	11.2
18.1175	19.5	17.5
0.915221	5.6	5
4.27747	7.2	6.8
0.409354	7.7	7.2
38.2437	33.5	1.4
18.9478	20.7	0.2
8.06094	12.2	10.9
17.3457	18.9	0.1
17.3547	19.3	0.1
0.29041	6.3	5.8
2.78227	9.1	8.6
1.74118	6.8	6.3
7.47781	12.3	11.5
8.84641	12.5	11.3
3.42256	10.1	9.2
0.036528	6.7	6.2
50.2758	43.5	2.2
4.03275	11.3	10.3
0.280178	10.2	9.3
161.201	73.7	9.1
14.758	18.5	17.9
127.569	68.5	7
61.9042	48.2	2.9
0.126112	8.1	7.4
10.7226	11.7	10.4
10.0555	9.8	8.8
185.75	74	10.6
20.298	22.7	0.3
82.3995	53.9	4.2
8.83376	12.9	11.5
2.54321	9.8	9.1
33.2665	32	1.1
41.3068	37.7	1.6
22.2167	26.8	0.4
20.412	24.7	0.3
98.3626	63.6	5.2
3.97238	11.1	10.1
2.35177	8.5	7.7
5.21072	11.1	10
78.2663	52.8	3.9
5.44002	9.6	8.6
5.39634	10.6	9.7
138.79	70.5	7.7
30.2418	30.4	0.9
0.651808	9.7	9
4.24636	5.7	5.3
10.5829	16.2	15
7.57704	15.5	14.4
12.7545	13.3	11.7
0.254027	8.5	7.9
4.57065	6.6	6.1
0.461239	8.4	7.8
84.3034	59	4.3
1.57662	7.6	7
113.202	64.4	6.1
57.1718	47.9	2.6
74.9627	51.7	3.7
12.9327	10.3	9.1
34.6676	33	1.2
1.64535	8.7	7.9
23.8336	27.4	0.5
168.936	73.9	9.6

11.713	9	7.3
55.7142	45.9	2.5
7.64882	9.8	9.3
38.0585	34.9	1.4
33.0596	31	1.1
50.8393	42.2	2.2
91.0292	57.6	4.7
132.509	69.2	7.4
2.09441	5.6	5.2
11.5964	11.5	10.5
92.2864	59.1	4.9
2.64252	8.8	8.2
39.5414	35.6	1.5
3.72727	7.8	6.4
53.7619	45	2.4
15.7005	17.7	0
27.1452	28	0.7
75.2809	51.6	3.8
0.240021	6.6	6.5
170.914	73.9	9.9
82.8548	57.5	4.2
76.0793	53	3.8
15.7542	17.8	0
23.8039	27.4	0.5
41.268	37	1.6
113.174	65.3	6.1
64.9987	47.3	3.1
28.0769	29	0.8
10.3854	14.8	14
98.9458	63.5	5.2
91.1425	58.2	4.7
160.018	73.3	9.2
115.863	65.9	6.3
31.8142	30.5	1
44.7679	38.5	1.8
42.8333	37.7	1.7
64.6424	47.2	3.1
57.287	47	2.6
76.0241	52.3	3.8
142.795	71.9	8
33.1181	33.1	1.1
100.01	63.7	5.3
148.286	73	8.4
2.53907	8.1	7.6
36.1454	33.7	1.3
17.2627	18.6	0.1
81.4712	56	4.1
75.7813	54	3.9
134.04	69.6	7.5
178.127	74	10.2
21.9228	25.4	0.4
20.2935	22.7	0.3
17.3031	19.3	0.1
118.463	68.8	6.4
46.1821	39.4	1.9
65.2685	48.5	3.1
18.8338	21.5	0.2
71.7447	50.9	3.5
8.63077	9.8	8.9
130	69.1	7.3
20.4751	22.9	0.3
69.2767	50	3.4
157.66	73.2	8.9
136.508	71.3	7.6
92.6647	61.2	4.9
29.6445	29.6	0.9
6.84502	12.2	11
165.047	73.5	9.5
49.2776	42	2.1
71.263	50.4	3.5
107.586	64	5.8
71.4101	50.5	3.5
21.8725	23.6	0.4
77.5834	55.8	3.9
46.7247	39.5	2
5.32772	9.9	9.5
3.65273	10.7	9.8
52.4253	42.5	2.3
37.8851	33.8	1.4
66.509	49.4	3.2
46.0095	39.1	1.9
7.17613	9.5	8.5
1.63079	12	11.2
146.595	72.4	8.3
14.5521	16.5	15.6
47.6108	40.8	2

162.81	73.5	9.2
74.1896	52.1	3.7
6.37842	11.3	9.3
70.2332	49.7	3.4
49.0834	39.8	2.1
100.524	63.8	5.3
18.932	20	0.2
0.046934	5.5	5.2
52.642	41.3	2.3
65.4071	47.3	3.1
28.5841	29.1	0.8
84.3917	56.4	4.3
23.7779	27.4	0.5
41.4843	35.2	1.6
36.7542	32.8	1.3
8.10421	9.8	7.7
13.4246	12.8	11.7
2.67804	6.5	5.8
2.12161	12	11
73.5585	50.4	3.6
0.91939	10.5	10.2
15.7201	17.7	0
17.2869	18.6	0.1
5.85047	7.6	7.1
0.979492	6.2	5.7
22.1684	26.8	0.4
61.8473	45.9	2.9
76.5997	53	3.8
15.8194	17.8	0
0.699563	12.5	11.4
93.3435	62.7	4.9
98.9623	63.1	5.2
0.920127	9.3	9.1
5.27875	9.2	8.2
4.05853	6.8	6.5
60.0507	45.4	2.8
102.126	64	5.4
151.505	71.7	8.5
10.3252	17	16
39.8422	33.6	1.5
2.50549	4.8	4.7
119.767	67	6.6
43.1102	36.2	1.7
87.2517	57.9	4.5
44.6886	38.5	1.8
28.5498	28.1	0.8
18.9259	19.9	0.2
32.7247	30.4	1.1
10.229	15.5	14.4
1.1655	6.4	5.9
137.294	70.1	7.6
4.72663	8.1	7.5
58.6819	44.7	2.7
50.8533	40.2	2.2
0.499234	7.3	6.9
47.9696	38.6	2
12.3431	15	13.9
0.124053	4.8	4.8
43.0873	35.8	1.7
27.1428	27.5	0.7
88.4938	60.4	4.6
58.3084	42.4	2.7
68.43	47.9	3.3
73.1819	49.8	3.6
3.49017	10.6	10.3
2.29625	7.9	7.3
5.21943	10	9.1
18.98	22	0.2
62.1978	46.5	2.9
149.592	71.5	8.4
82.7584	56.2	4.2
0.96275	7.8	7.3
20.5821	24	0.3
3.22491	15.1	14.3
118.181	66.8	6.5
131.83	69.1	7.4
7.26454	13.3	12.2
51.0968	40.6	2.2
17.3917	19.3	0.1
32.7994	31.8	1.1
193.023	74	11.2
141.597	70.7	7.9
162.757	73.8	9.3
179.055	73.9	10.3
31.1756	30.2	1
123.004	67.9	6.7
0.057204	13	12.2
80.6181	55.5	4.1
156.856	72.5	8.9
0.545343	8.7	8.2
0.099783	8.8	8.5
12.031	13.1	12.1
79.2116	53.5	4
160.46	72.8	9.1
0.759825	7.1	6.7
84.3925	57.5	4.3
53.9768	42.2	2.4
110.556	66	6
